first_author,study_ID,effect_size_ID,year_published,citation,journal,level,phyllum,class,order,family,common_name,scientific_name,scientific_name_OTL,strain,developmental_stage,includes_body_size,body_size,size_unit,pop_source,temp,exposure_method,vehicle,bisphenol,bisphenol_conc,bispheno_unit_paper,bispenol_unit_standardized,Bispheno_corrected_ug,time,time_days,lag,sex,tissue_type,cell_type,cell_gen,molecule_type,molecule,abbreviation,type,role,response,response_unit,mean_control,sd_control,se_control,n_control,mean_treat,sd_treat,se_treat,n_treat,tool,mean_c_1,mean_t_1,pooled_sd,hedges_calc,hedges_abs,lnRR,lnRR_variance
Peretz,56,904,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,3501.577287,1748.442456,1009.463722,3,4100.946372,1147.415361,662.4605678,3,metadigitize,3502.577287,4101.946372,1478.785487,0.405311717,0.405311717,0.158004249,0.109204812
Peretz,56,905,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,3501.577287,1748.442456,1009.463722,3,441.6403785,54.63882674,31.54574132,3,metadigitize,3502.577287,442.6403785,1236.939049,-2.473797647,2.473797647,-2.070472872,0.088212178
Peretz,56,906,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,3501.577287,1748.442456,1009.463722,3,1041.009464,109.2776535,63.09148265,3,metadigitize,3502.577287,1042.009464,1238.747881,-1.986334637,1.986334637,-1.21302264,0.086783232
Peretz,56,907,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,8107.255521,1693.803629,977.9179811,3,9116.719243,382.4717872,220.8201893,3,metadigitize,8108.255521,9117.719243,1227.854918,0.822135993,0.822135993,0.117350603,0.015136483
Peretz,56,908,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,8107.255521,1693.803629,977.9179811,3,1072.555205,163.9164802,94.63722397,3,metadigitize,8108.255521,1073.555205,1203.295339,-5.846195932,5.846195932,-2.02271556,0.022335271
Peretz,56,909,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,8107.255521,1693.803629,977.9179811,3,1735.015773,437.1106139,252.3659306,3,metadigitize,8108.255521,1736.015773,1236.939049,-5.151619842,5.151619842,-1.5417429,0.035706829
Peretz,56,910,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,6056.782334,928.8600545,536.2776025,3,6151.419558,1803.081282,1041.009464,3,metadigitize,6057.782334,6152.419558,1434.204154,0.065985881,0.065985881,0.015504187,0.03647868
Peretz,56,911,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,6056.782334,928.8600545,536.2776025,3,567.8233438,109.2776535,63.09148265,3,metadigitize,6057.782334,568.8233438,661.3329746,-8.299841686,8.299841686,-2.367123614,0.020185306
Peretz,56,912,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Estradiol,E2,Estrogen,Reproductive,Hormone production,pg/mL,6056.782334,928.8600545,536.2776025,3,757.0977918,54.63882674,31.54574132,3,metadigitize,6057.782334,758.0977918,657.9385998,-8.054983465,8.054983465,-2.079441542,0.009575738
Peretz,56,913,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,13.24503311,5.161740817,2.98013245,3,9.271523179,4.874977439,2.814569536,3,metadigitize,14.24503311,10.27152318,5.02040702,-0.791471671,0.791471671,-0.356674944,0.142780612
Peretz,56,914,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,13.24503311,5.161740817,2.98013245,3,2.649006623,0.573526757,0.331125828,3,metadigitize,14.24503311,3.649006623,3.672363082,-2.885342831,2.885342831,-1.609437912,0.06625
Peretz,56,915,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,13.24503311,5.161740817,2.98013245,3,1.986754967,0.286763379,0.165562914,3,metadigitize,14.24503311,2.986754967,3.65553016,-3.079793533,3.079793533,-1.897119985,0.057569444
Peretz,56,916,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,10.43046358,3.727923924,2.152317881,3,28.80794702,22.9410703,13.24503311,3,metadigitize,11.43046358,29.80794702,16.4345691,1.118221191,1.118221191,1.015920573,0.253968554
Peretz,56,917,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,10.43046358,3.727923924,2.152317881,3,6.291390728,2.580870409,1.490066225,3,metadigitize,11.43046358,7.291390728,3.206112042,-1.290994449,1.290994449,-0.505548567,0.098674178
Peretz,56,918,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,10.43046358,3.727923924,2.152317881,3,1.324503311,0.286763379,0.165562914,3,metadigitize,11.43046358,2.324503311,2.643827719,-3.444233601,3.444233601,-2.063693185,0.058204995
Peretz,56,919,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,17.54966887,2.007343651,1.158940397,3,11.75496689,1.433816894,0.82781457,3,metadigitize,18.54966887,12.75496689,1.744313535,-3.322052985,3.322052985,-0.400759217,0.009320316
Peretz,56,920,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,17.54966887,2.007343651,1.158940397,3,4.470198675,0.573526757,0.331125828,3,metadigitize,18.54966887,5.470198675,1.476204843,-8.860200035,8.860200035,-1.367602228,0.009847951
Peretz,56,921,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,72 hours,3,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,17.54966887,2.007343651,1.158940397,3,1.821192053,0.286763379,0.165562914,3,metadigitize,18.54966887,2.821192053,1.433816894,-10.96965511,10.96965511,-2.265543821,0.012625445
Peretz,56,922,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,14.56953642,5.735267575,3.311258278,3,12.58278146,4.014687302,2.317880795,3,metadigitize,15.56953642,13.58278146,4.95030344,-0.401340037,0.401340037,-0.146603474,0.085586411
Peretz,56,923,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,14.56953642,5.735267575,3.311258278,3,3.311258278,0.573526757,0.331125828,3,metadigitize,15.56953642,4.311258278,4.075673386,-2.762311177,2.762311177,-1.481604541,0.061652893
Peretz,56,924,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,96 hours,4,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,14.56953642,5.735267575,3.311258278,3,0.993377483,0.573526757,0.331125828,3,metadigitize,15.56953642,1.993377483,4.075673386,-3.331022301,3.331022301,-2.685577345,0.162764004
Peretz,56,925,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,16.39072848,2.867633787,1.655629139,3,22.84768212,8.602901362,4.966887417,3,metadigitize,17.39072848,23.84768212,6.412224083,1.00697567,1.00697567,0.332133835,0.05746202
Peretz,56,926,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,16.39072848,2.867633787,1.655629139,3,8.940397351,3.727923924,2.152317881,3,metadigitize,17.39072848,9.940397351,3.325713481,-2.240220382,2.240220382,-0.606135804,0.068159145
Peretz,56,927,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,120 hours,5,0,Female,Ovary,Antral follicle,Primary,Hormone,Progesterone,P4,Progestogen,Reproductive,Hormone production,ng/mL,16.39072848,2.867633787,1.655629139,3,0.331125828,0.573526757,0.331125828,3,metadigitize,17.39072848,1.331125828,2.067880132,-7.76621546,7.76621546,-3.90197267,1.010203041
Peretz,56,928,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,0.67961165,0.336320545,0.194174757,3,0.776699029,0.336320545,0.194174757,3,metadigitize,1.67961165,1.776699029,0.336320545,0.288675135,0.288675135,0.133531393,0.144132653
Peretz,56,929,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,10,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,0.67961165,0.336320545,0.194174757,3,0.485436893,0.168160273,0.097087379,3,metadigitize,1.67961165,1.485436893,0.265884737,-0.730296743,0.730296743,-0.336472237,0.121632653
Peretz,56,930,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,100,ug/mL,ug/mL,NA,24 hours,1,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,0.67961165,0.336320545,0.194174757,3,0.485436893,0.168160273,0.097087379,3,metadigitize,1.67961165,1.485436893,0.265884737,-0.730296743,0.730296743,-0.336472237,0.121632653
Peretz,56,931,2013,"Peretz, Jackye, Steven L. Neese, and Jodi A. Flaws. ""Mouse strain does not influence the overall effects of bisphenol a-induced toxicity in adult antral follicles."" Biology of reproduction 89, no. 5 (2013): 108-1.",Biology of reproduction,Cell,Chordate,Mammalia,Rodentia,Muridae,Lab mouse,Mus musculus,Mus musculus,C57BL/6,Adult,NA,NA,NA,Commercial,22,Cell culture,DMSO,BPA,1,ug/mL,ug/mL,NA,48 hours,2,0,Female,Ovary,Antral follicle,Primary,Hormone,Testosterone,T,Androgen,Reproductive,Hormone production,ng/mL,1.553398058,1.681602726,0.970873786,3,3.009708738,2.017923271,1.165048544,3,metadigitize,2.553398058,4.009708738,1.857390919,0.78406256,0.78406256,0.661398482,0.540468913
